UPM,VIV_SEL,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_2_3,P4_3,P4_3A,P4_4,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_6A,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7A,P4_8,P4_8A,P5_1,P5_2_1,P5_2_2,P5_3_1,P5_3_2,P5_4,P5_4A,P5_5,P5_6_1,P5_6_2,P5_6_3,P5_6_4,P5_6_5,P5_7_1,P5_8_1,P5_9_1,P5_10_1,P5_7_2,P5_8_2,P5_9_2,P5_10_2,P5_7_3,P5_8_3,P5_9_3,P5_10_3,P5_7_4,P5_8_4,P5_9_4,P5_10_4,P5_7_5,P5_8_5,P5_9_5,P5_10_5,P5_7_6,P5_8_6,P5_9_6,P5_7_7,P5_8_7,P5_9_7,P5_7_8,P5_8_8,P5_9_8,P5_11_1,P5_11_2,P5_11_3,FAC_HOG,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
2700709,01,01,1,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,450,,2,3,3,219,02439,236,U,1,4
2700709,04,01,1,2,2,1,1,1,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,499,,,2,,,2,,,2,,,1,3,1,219,02439,236,U,1,4
2700709,03,01,2,2,2,1,1,2,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,9999,,2,,,2,,,2,1,1,219,02439,236,U,1,4
2701721,04,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,1,2,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,1,50,,2,,,3,1,1,220,02460,230,U,3,1
2701721,05,01,1,1,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,2,2,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,2,3,220,02460,230,U,3,1
2701721,06,01,2,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,220,02460,230,U,3,1
2660395,14,01,2,2,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,02398,223,R,4,2
2660395,04,01,2,1,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,475,02398,223,R,4,2
2660395,03,01,2,1,2,1,1,2,2,2,2,3,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,306,,2,,,2,,,3,1,3,475,02398,223,R,4,2
2660395,11,01,1,1,1,1,1,2,2,2,1,,,1,3,2,2,1,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,205,,2,,,1,375,,1,1,3,475,02398,223,R,4,2
2700794,04,01,2,2,2,1,1,2,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,600,,,1,400,,2,,,2,,,1,2,1,210,02445,236,U,1,4
2700794,02,01,1,2,2,1,1,2,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,500,,,2,,,,2,,,2,,,2,,,1,1,3,210,02445,236,U,1,4
2700794,01,01,2,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,400,,2,,,2,,,1,1,1,210,02445,236,U,1,4
2660346,16,01,2,2,2,1,1,1,2,1,1,,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,310,,2,,,2,,,3,1,3,642,02397,223,R,4,2
2700634,02,01,2,2,2,1,1,2,2,1,1,,,2,,,,,,,,,,,,,,7,LO CONTRATO Y NO LO HAN INSTALADO,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,143,02430,236,U,1,4
2700634,03,01,2,1,1,1,1,1,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,350,,1,3,3,143,02430,236,U,1,4
2700634,05,01,2,1,1,1,1,2,2,2,2,6,ESTÁN EN OFICINA,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,540,,,2,,,2,,,2,,,1,3,1,143,02430,236,U,1,4
2700662,01,01,2,2,2,1,1,2,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,389,,2,3,3,370,02431,235,U,1,3
2700662,02,01,2,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,1,500,,1,2,,,2,,,2,,,1,3,3,370,02431,235,U,1,3
2660455,04,01,1,1,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,469,02399,222,R,4,1
2660455,05,01,2,1,2,1,1,2,2,1,2,,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,1,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,309,,2,,,2,,,3,1,3,469,02399,222,R,4,1
2660455,06,01,1,1,2,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,2,3,469,02399,222,R,4,1
3009051,18,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,226,,2,,,2,,,3,1,3,1131,02752,255,U,3,1
3009051,02,01,2,2,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,02752,255,U,3,1
3009051,03,01,2,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,02752,255,U,3,1
3009051,04,01,2,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,02752,255,U,3,1
3009051,05,01,1,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,1131,02752,255,U,3,1
3009051,09,01,2,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,02752,255,U,3,1
2860114,11,01,2,1,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,443,02581,239,R,4,2
2860114,12,01,1,1,2,1,1,2,2,1,1,,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,230,,2,,,2,,,3,1,3,443,02581,239,R,4,2
2860114,14,01,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,443,02581,239,R,4,2
2860114,15,01,2,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,443,02581,239,R,4,2
2860114,16,01,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,443,02581,239,R,4,2
2860114,17,01,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,443,02581,239,R,4,2
2860114,18,01,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,443,02581,239,R,4,2
2860114,19,01,2,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,230,,2,,,1,200,,1,1,3,443,02581,239,R,4,2
2900054,04,01,1,1,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,800,,,1,200,,2,,,2,,,1,1,1,305,02595,249,U,2,3
2960156,13,01,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,106,02678,246,R,4,1
2960160,16,01,1,1,1,1,1,2,1,2,2,,,2,,,,,,,,,,,,,,6,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,376,02679,247,R,4,2
2960160,17,01,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,376,02679,247,R,4,2
2960160,18,01,1,1,2,1,1,2,1,2,2,,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,376,02679,247,R,4,2
2960160,19,01,1,1,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,376,02679,247,R,4,2
2960160,12,01,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,376,02679,247,R,4,2
2960160,13,01,2,1,2,1,1,2,2,2,2,4,,2,,,,,,,,,,,,,,1,,1,2,1,2,1,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,299,,2,,,2,,,3,1,3,376,02679,247,R,4,2
2960160,10,01,1,2,2,1,1,1,2,1,1,,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,309,,2,,,2,,,3,1,3,376,02679,247,R,4,2
2960160,11,01,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,240,,2,,,2,,,3,1,3,376,02679,247,R,4,2
2860436,08,01,1,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,2,,,,,4,TIENE DESCOMPUESTO ALGO DE LA ANTENA POR EL MOMENTO ESTÁ DESCOMPUESTO,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,884,02585,238,R,4,1
2860436,11,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,884,02585,238,R,4,1
2860436,12,01,1,2,2,1,2,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,4,PORQUE ESTÁ SOLA,1,2,2,1,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,200,,2,,,3,3,1,884,02585,238,R,4,1
2860436,13,01,2,2,2,1,1,2,2,2,2,5,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,884,02585,238,R,4,1
2860535,11,01,1,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,564,02589,238,R,4,1
2860535,07,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,564,02589,238,R,4,1
2860616,05,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,225,,2,,,2,,,3,1,3,331,02592,239,R,4,2
3061478,18,01,1,2,2,1,2,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,2,,,,,1,,2,1,2,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,60,,1,3,3,7217,02764,257,R,4,1
3061478,19,01,1,1,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,7217,02764,257,R,4,1
3061478,20,01,2,2,2,1,1,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,1,240,,1,1,3,7217,02764,257,R,4,1
3061490,01,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,5799,02765,257,R,4,1
3061490,02,01,2,2,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5799,02765,257,R,4,1
3061490,03,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,5799,02765,257,R,4,1
3061490,04,01,2,1,2,2,1,2,2,2,2,6,NO HAY INFRAESTRUCTURA,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,5799,02765,257,R,4,1
3061490,05,01,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,270,,2,,,2,,,3,1,3,5799,02765,257,R,4,1
3061490,06,01,2,2,2,1,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,2,2,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,260,,2,,,2,,,3,1,3,5799,02765,257,R,4,1
3005503,14,01,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,7366,02740,254,U,2,2
3005503,12,01,2,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,338,,2,,,2,,,3,2,3,7366,02740,254,U,2,2
3005503,11,01,1,2,2,1,1,1,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,350,,,1,380,,2,,,2,,,2,1,1,7366,02740,254,U,2,2
3005503,06,01,1,2,2,1,2,2,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,2,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,230,,2,,,2,,,1,1,1,7366,02740,254,U,2,2
3005503,07,01,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,7366,02740,254,U,2,2
3005503,08,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,7366,02740,254,U,2,2
3009051,10,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1131,02752,255,U,3,1
3009051,11,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1131,02752,255,U,3,1
3009051,12,01,2,2,2,1,2,2,2,1,2,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,02752,255,U,3,1
3009051,13,01,2,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,02752,255,U,3,1
3009051,14,01,2,1,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,02752,255,U,3,1
3009558,01,01,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,216,,2,,,2,,,3,1,3,1207,02753,264,U,3,1
3009558,02,01,2,1,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1207,02753,264,U,3,1
3063276,16,01,1,1,1,1,1,2,1,2,2,,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,250,,2,3,3,1617,02770,258,R,4,2
3063276,17,01,1,2,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,2,,,3,1,3,1617,02770,258,R,4,2
3063276,18,01,2,2,2,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,460,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,8,1617,02770,258,R,4,2
3063276,20,01,1,1,1,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,500,,,2,,,,2,,,2,,,2,,,1,1,3,1617,02770,258,R,4,2
3063363,16,01,2,2,2,1,1,2,2,2,1,,,1,1,2,2,2,1,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,280,,2,,,1,150,,1,1,3,1530,02771,258,R,4,2
2901025,20,01,2,2,2,1,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,02631,244,U,3,1
2901085,01,01,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1569,02632,251,U,3,2
2860535,16,01,2,2,2,1,1,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,260,,2,,,1,300,,1,1,3,564,02589,238,R,4,1
2860535,12,01,1,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,564,02589,238,R,4,1
2860535,13,01,2,2,2,1,1,2,2,2,2,6,NO HAY INFRAESTRUCTURA,2,,,,,,,,,,,,,,6,,2,,,,,3,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,564,02589,238,R,4,1
2860535,17,01,2,1,1,1,1,1,2,1,2,,,2,,,,,,,,,,,,,,6,,2,,,,,3,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,564,02589,238,R,4,1
2860535,21,01,2,1,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,6,,2,,,,,3,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,564,02589,238,R,4,1
2860616,17,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,279,,2,,,2,,,3,1,3,331,02592,239,R,4,2
2860616,19,01,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,331,02592,239,R,4,2
2860616,20,01,2,2,2,2,1,2,2,2,2,4,,2,,,,,,,,,,,,,,6,,2,,,,,3,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,331,02592,239,R,4,2
2860616,20,02,2,2,2,2,1,2,1,2,1,,,2,,,,,,,,,,,,,,6,,2,,,,,3,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,331,02592,239,R,4,2
2900022,04,01,2,2,2,1,1,2,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,240,,2,,,2,,,1,1,1,247,02593,249,U,2,3
2901306,15,01,1,2,2,1,1,2,2,2,2,4,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,52,02643,244,U,3,1
2901306,16,01,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,52,02643,244,U,3,1
2901306,17,01,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,52,02643,244,U,3,1
2901306,18,01,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,52,02643,244,U,3,1
2960281,08,01,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,376,02684,247,R,4,2
2960281,10,01,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,1,2,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,180,,1,217,,2,,,3,1,1,376,02684,247,R,4,2
2960281,09,01,1,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,376,02684,247,R,4,2
2960281,06,01,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,376,02684,247,R,4,2
3000209,05,01,1,2,2,1,1,2,2,2,2,4,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,3100,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,673,02685,261,U,1,4
3000209,03,01,1,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,500,,2,,,1,450,,1,1,3,673,02685,261,U,1,4
3006626,01,01,1,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,1,9999,,,2,,,,2,,,1,450,,2,,,2,1,1,5334,02741,263,U,2,3
3006920,02,01,1,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23209,02742,262,U,2,2
