,movie_name,movie_year,movie_runtime,movie_rating,movie_metascore,movie_genre,movie_votes,movie_gross,movie_certificate,movie_synopsis,gen_1,gen_2,gen_3
416,Wings of Desire,1987,128,8,79,"Drama, Fantasy, Romance            ","66,261",3.33,PG-13,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,Drama,Fantasy,Romance
732,What We Do in the Shadows,2014,86,7.7,76,"Comedy, Horror            ","162,375",3.33,R,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",Comedy,Horror,
474,Shoplifters,2018,121,7.9,93,"Crime, Drama            ","66,783",3.31,R,A family of small-time crooks take in a child they find outside in the cold.,Crime,Drama,
328,All Quiet on the Western Front,1930,152,8.1,91,"Drama, War            ","58,023",3.27,Passed,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",Drama,War,
482,Sing Street,2016,106,7.9,79,"Comedy, Drama, Music            ","87,138",3.24,PG-13,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,Comedy,Drama,Music
123,Vertigo,1958,128,8.3,100,"Mystery, Romance, Thriller            ","372,250",3.2,PG,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,Mystery,Romance,Thriller
921,The Skin I Live In,2011,120,7.6,70,"Drama, Horror, Thriller            ","142,213",3.19,R,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Drama,Horror,Thriller
827,Clerks,1994,92,7.7,70,Comedy,"213,628",3.15,R,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Comedy,,
146,Zindagi Na Milegi Dobara,2011,155,8.2,,"Comedy, Drama            ","70,212",3.11,Not Rated,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,Comedy,Drama,
205,Wild Tales,2014,122,8.1,77,"Comedy, Drama, Thriller            ","182,571",3.11,R,Six short stories that explore the extremities of human behavior involving people in distress.,Comedy,Drama,Thriller
801,Hedwig and the Angry Inch,2001,95,7.7,85,"Comedy, Drama, Music            ","32,399",3.03,R,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,Comedy,Drama,Music
641,Veer-Zaara,2004,192,7.8,67,"Drama, Family, Musical            ","50,031",2.92,Not Rated,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",Drama,Family,Musical
654,Waking Life,2001,99,7.8,83,"Animation, Drama, Fantasy            ","61,504",2.89,R,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,Animation,Drama,Fantasy
600,The Great Beauty,2013,141,7.8,86,Drama,"82,883",2.85,Not Rated,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",Drama,,
106,Reservoir Dogs,1992,99,8.3,79,"Crime, Drama, Thriller            ","937,989",2.83,R,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Crime,Drama,Thriller
809,Happiness,1998,134,7.7,81,"Comedy, Drama            ","67,247",2.81,Unrated,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",Comedy,Drama,
215,Barfi!,2012,151,8.1,,"Comedy, Drama, Romance            ","77,285",2.8,Not Rated,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,Comedy,Drama,Romance
258,In the Mood for Love,2000,98,8.1,85,"Drama, Romance            ","130,716",2.73,PG,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Drama,Romance,
567,Miracle on 34th Street,1947,96,7.9,88,"Comedy, Drama, Family            ","42,084",2.65,Not Rated,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.",Comedy,Drama,Family
349,The Raid 2,2014,150,8,71,"Action, Crime, Thriller            ","116,307",2.63,R,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",Action,Crime,Thriller
711,The Innocents,1961,100,7.8,88,Horror,"27,734",2.62,Not Rated,A young governess for two children becomes convinced that the house and grounds are haunted.,Horror,,
271,Raise the Red Lantern,1991,125,8.1,,"Drama, History, Romance            ","30,311",2.6,PG,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.",Drama,History,Romance
575,A Night at the Opera,1935,96,7.9,,"Comedy, Music, Musical            ","31,034",2.54,Passed,A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,Comedy,Music,Musical
691,The King of Comedy,1982,109,7.8,73,"Comedy, Crime, Drama            ","93,158",2.5,PG,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",Comedy,Crime,Drama
861,The Taking of Pelham One Two Three,1974,104,7.7,68,"Action, Crime, Thriller            ","27,609",2.49,R,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",Action,Crime,Thriller
583,The Salesman,2016,124,7.8,85,Drama,"53,247",2.4,PG-13,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",Drama,,
74,Princess Mononoke,1997,134,8.4,76,"Animation, Action, Adventure            ","353,832",2.38,PG-13,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Animation,Action,Adventure
384,"Spring, Summer, Fall, Winter... and Spring",2003,103,8,85,"Drama, Romance            ","78,756",2.38,R,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,Drama,Romance,
504,The Fall,2006,117,7.9,64,"Adventure, Drama, Fantasy            ","108,384",2.28,R,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",Adventure,Drama,Fantasy
449,Touch of Evil,1958,95,8,99,"Crime, Drama, Film-Noir            ","99,755",2.24,PG-13,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",Crime,Drama,Film-Noir
371,Lage Raho Munna Bhai,2006,144,8,,"Comedy, Drama, Romance            ","44,040",2.22,Not Rated,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,Comedy,Drama,Romance
622,The White Ribbon,2009,144,7.8,82,"Drama, History, Mystery            ","69,813",2.22,R,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",Drama,History,Mystery
238,Rang De Basanti,2006,167,8.1,,"Comedy, Crime, Drama            ","114,350",2.2,Not Rated,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",Comedy,Crime,Drama
530,Once Were Warriors,1994,102,7.9,77,"Crime, Drama            ","32,005",2.2,R,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,Crime,Drama,
740,Blue Is the Warmest Colour,2013,180,7.7,89,"Drama, Romance            ","141,636",2.2,NC-17,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",Drama,Romance,
277,"Paris, Texas",1984,145,8.1,78,Drama,"95,428",2.18,R,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",Drama,,
981,Blood Simple,1984,99,7.6,83,"Crime, Drama, Thriller            ","90,013",2.15,R,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",Crime,Drama,Thriller
494,Let the Right One In,2008,114,7.9,82,"Crime, Drama, Fantasy            ","207,777",2.12,R,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",Crime,Drama,Fantasy
468,The Maltese Falcon,1941,100,8,96,"Crime, Film-Noir, Mystery            ","150,871",2.11,Passed,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",Crime,Film-Noir,Mystery
385,The Sea Inside,2004,126,8,74,"Biography, Drama            ","78,613",2.09,PG-13,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die.",Biography,Drama,
469,The Wizard of Oz,1939,102,8,92,"Adventure, Family, Fantasy            ","375,038",2.08,PG,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,Adventure,Family,Fantasy
493,A Prophet,2009,155,7.9,90,"Crime, Drama            ","94,947",2.08,R,A young Algerian man is sent to a French prison.,Crime,Drama,
837,Night on Earth,1991,129,7.7,68,"Comedy, Drama            ","56,618",2.02,R,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Comedy,Drama,
200,The Handmaiden,2016,145,8.1,84,"Drama, Romance, Thriller            ","121,507",2.01,Not Rated,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",Drama,Romance,Thriller
475,Marriage Story,2019,137,7.9,94,"Comedy, Drama, Romance            ","260,930",2,R,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,Comedy,Drama,Romance
675,The Double Life of Véronique,1991,98,7.8,86,"Drama, Fantasy, Music            ","43,882",2,R,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",Drama,Fantasy,Music
859,The Tenant,1976,126,7.7,71,"Drama, Thriller            ","40,979",1.92,R,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,Drama,Thriller,
511,Kal Ho Naa Ho,2003,186,7.9,54,"Comedy, Drama, Musical            ","64,879",1.79,Not Rated,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",Comedy,Drama,Musical
